Participant,Live_With,Another_Dog,Consider_Getting_Another_Dog,MostImp1_Rec,MostImp2_Rec,MostImp3_Rec,MostImp4_Rec,MostImp5_Rec,MostImp6_Rec,MostImpT2_1_Rec,MostImpT2_2_Rec,MostImpT2_3_Rec,MostImpT2_4_Rec,MostImpT2_5_Rec,MostImpT2_6_Rec,Where_Purchased_Rec,ExpectationsMet_YesNo,ExpectationsMet_Rec,Time_Thinking_Rec,Where_Dog_Is_Now_Rec,Live_With_Time_Rec,Where_Would_You_Purchase_Rec,First,Second,Third,Fourth,Fifth,Sixth,Shelter,Breeder,Yes,appearance,breed,size,age,personality,trainability,compatibility,rank_sum
P933,1,1,#NULL!,5,4,6,3,7,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,7,4,2,1,3,5,28
P959,0,1,#NULL!,5,4,1,7,6,3,8,8,8,8,8,8,7,4,4,2,5,3,8,1,0,0,0,0,0,0,0,0,3,7,6,2,1,5,4,28
P991,1,1,#NULL!,5,3,1,2,7,4,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,4,2,6,1,7,5,28
P1016,1,1,#NULL!,5,3,4,7,1,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,2,3,1,6,4,28
P1046,1,1,#NULL!,5,4,6,1,7,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,6,2,1,3,5,28
P1051,0,1,#NULL!,5,1,3,4,6,2,8,8,8,8,8,8,7,4,4,2,5,3,8,1,0,0,0,0,0,0,0,0,2,6,3,4,1,5,7,28
P1086,1,1,#NULL!,5,7,6,4,3,2,8,8,8,8,8,8,3,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,6,5,4,1,3,2,28
P1112,1,1,#NULL!,5,2,3,4,1,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,2,3,4,1,6,7,28
P1122,1,1,#NULL!,5,6,1,5,3,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,7,5,0,4,2,6,27
P1123,1,1,#NULL!,5,4,6,1,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,6,2,1,3,7,28
P1125,1,1,#NULL!,5,3,7,4,3,6,8,8,8,8,8,8,6,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,7,0,5,4,1,6,3,26
P1182,1,1,#NULL!,5,7,1,2,3,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,4,5,7,1,6,2,28
P1211,1,1,#NULL!,5,1,6,7,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,2,5,6,7,1,3,4,28
P1214,1,1,#NULL!,5,7,4,6,1,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,6,3,1,4,2,28
P1224,1,1,#NULL!,5,6,4,1,2,7,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,5,7,3,1,2,6,28
P1239,1,1,#NULL!,5,3,2,1,7,6,8,8,8,8,8,8,5,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,3,2,7,1,6,5,28
P1244,1,1,#NULL!,5,3,1,2,6,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,4,2,7,1,5,6,28
P1270,1,1,#NULL!,5,6,4,7,2,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,5,7,3,1,2,4,28
P1273,0,1,#NULL!,5,1,6,4,7,2,8,8,8,8,8,8,7,4,4,1,1,3,8,1,0,0,0,0,0,0,0,0,2,6,7,4,1,3,5,28
P1290,0,1,#NULL!,5,6,3,2,7,4,8,8,8,8,8,8,5,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,7,4,3,6,1,2,5,28
P1348,1,1,#NULL!,5,4,2,6,1,3,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,3,6,2,1,4,7,28
P1359,1,1,#NULL!,5,3,7,4,1,2,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,6,2,4,1,7,3,28
P1367,1,1,#NULL!,5,6,1,2,3,7,8,8,8,8,8,8,5,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,4,5,7,1,2,6,28
P1381,1,1,#NULL!,5,3,4,6,1,7,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,2,3,1,4,6,28
P1395,0,1,#NULL!,5,3,2,6,7,1,8,8,8,8,8,8,7,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,6,3,2,7,1,4,5,28
P1422,0,1,#NULL!,5,3,7,2,1,6,8,8,8,8,8,8,2,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,5,4,2,7,1,6,3,28
P1496,1,1,#NULL!,5,7,2,3,6,1,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,3,4,7,1,5,2,28
P1498,1,1,#NULL!,5,3,1,1,5,4,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,2,6,5,0,0,24
P1507,1,1,#NULL!,5,3,6,2,7,1,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,6,4,2,7,1,3,5,28
P1514,1,1,#NULL!,5,4,2,3,7,1,8,8,8,8,8,8,4,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,3,4,2,1,7,5,28
P1515,1,1,#NULL!,5,2,7,1,4,6,8,8,8,8,8,8,4,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,2,7,5,1,6,3,28
P1534,1,1,#NULL!,5,3,2,6,1,7,8,8,8,8,8,8,6,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,3,2,7,1,4,6,28
P1535,0,1,#NULL!,5,2,6,7,3,1,8,8,8,8,8,8,7,4,4,1,5,2,8,1,0,0,0,0,0,0,0,0,6,2,5,7,1,3,4,28
P1550,1,1,#NULL!,5,2,7,6,1,4,8,8,8,8,8,8,3,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,2,7,6,1,4,3,28
P1552,1,1,#NULL!,5,2,1,6,7,3,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,2,6,7,1,4,5,28
P1569,1,1,#NULL!,5,6,1,3,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,6,4,7,1,2,5,28
P1587,1,1,#NULL!,5,7,3,2,6,1,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,4,3,7,1,5,2,28
P1601,1,1,#NULL!,5,7,2,1,4,3,8,8,8,8,8,8,4,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,4,3,6,5,1,7,2,28
P1634,0,1,#NULL!,5,3,2,7,4,6,8,8,8,8,8,8,2,4,4,2,5,3,8,1,0,0,0,0,0,0,0,0,7,3,2,5,1,6,4,28
P1636,0,1,#NULL!,5,4,7,3,2,6,8,8,8,8,8,8,7,4,4,2,5,3,8,1,0,0,0,0,0,0,0,0,7,5,4,2,1,6,3,28
P1638,0,1,#NULL!,5,7,4,2,3,1,8,8,8,8,8,8,2,4,4,2,5,3,8,1,0,0,0,0,0,0,0,0,6,4,5,3,1,7,2,28
P1644,1,1,#NULL!,5,6,3,2,1,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,4,3,7,1,2,6,28
P1675,1,1,#NULL!,5,4,3,1,7,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,3,2,1,6,5,28
P1680,1,1,#NULL!,5,2,1,6,4,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,2,7,5,1,4,6,28
P404,1,0,0,5,6,2,1,7,3,8,8,8,8,8,8,5,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,3,6,7,1,2,5,28
P431,1,0,0,5,2,7,1,4,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,2,7,5,1,6,3,28
P653,1,0,0,5,4,6,1,2,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,7,2,1,3,6,28
P751,1,0,0,5,4,7,1,3,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,5,2,1,6,3,28
P811,1,0,0,5,5,3,6,7,2,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,7,6,3,0,2,4,5,27
P969,1,0,0,5,6,3,1,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,6,3,7,1,2,5,28
P1154,1,0,0,5,1,6,7,5,2,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,2,6,7,0,5,3,4,27
P1411,1,0,0,5,2,6,3,7,7,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,7,2,4,0,1,3,6,23
P1538,1,0,0,5,6,2,7,3,4,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,7,3,5,6,1,2,4,28
P1626,1,0,0,5,2,6,1,3,7,8,8,8,8,8,8,4,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,4,2,5,7,1,3,6,28
P8,1,0,1,5,6,2,7,4,1,3,7,4,5,6,2,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,6,3,7,5,1,2,4,28
P12,1,0,1,5,4,6,1,7,2,5,4,7,6,1,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,6,7,2,1,3,5,28
P23,1,0,1,5,7,1,6,2,3,5,4,7,6,1,2,7,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,3,5,6,7,1,4,2,28
P33,0,0,1,5,3,6,1,2,7,5,1,7,2,6,4,7,4,4,1,5,2,7,1,0,0,0,0,0,0,0,0,4,5,2,7,1,3,6,28
P34,1,0,1,5,4,2,7,1,6,5,4,2,7,1,6,3,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,5,3,7,2,1,6,4,28
P36,0,0,1,5,6,7,1,2,3,4,5,7,6,1,2,7,4,4,1,5,3,7,1,0,0,0,0,0,0,0,0,4,5,6,7,1,2,3,28
P53,1,0,1,5,6,7,1,2,3,5,4,7,6,2,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,5,6,7,1,2,3,28
P63,1,0,1,5,4,2,7,6,3,5,4,7,2,6,3,7,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,7,3,6,2,1,5,4,28
P83,1,0,1,5,2,6,7,1,3,5,4,1,6,2,7,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,2,6,7,1,3,4,28
P85,1,0,1,5,4,2,3,1,6,5,4,7,2,6,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,3,4,2,1,6,7,28
P86,1,0,1,5,4,6,1,7,2,7,5,4,6,2,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,6,7,2,1,3,5,28
P90,0,0,1,5,2,6,7,1,3,5,4,7,2,6,1,7,4,4,1,5,3,7,1,0,0,0,0,0,0,0,0,5,2,6,7,1,3,4,28
P123,1,0,1,5,6,1,2,3,7,5,4,7,1,6,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,3,4,5,7,1,2,6,28
P137,1,0,1,5,1,2,6,7,4,6,5,1,2,7,4,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,2,3,7,6,1,4,5,28
P149,1,0,1,5,6,2,1,4,7,5,6,2,4,1,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,3,7,5,1,2,6,28
P161,1,0,1,5,3,6,1,4,2,5,4,7,6,1,3,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,4,6,2,5,1,3,7,28
P168,0,0,1,5,6,2,3,1,4,5,6,2,7,3,4,7,4,4,2,1,3,7,1,0,0,0,0,0,0,0,0,5,3,4,6,1,2,7,28
P178,0,0,1,5,3,2,7,6,1,5,4,3,7,6,1,7,4,4,1,5,3,7,1,0,0,0,0,0,0,0,0,6,3,2,7,1,5,4,28
P188,1,0,1,5,4,7,1,2,3,4,5,7,6,2,1,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,5,6,2,1,7,3,28
P193,1,0,1,5,3,6,2,3,7,4,5,7,3,2,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,7,4,5,0,1,3,6,26
P207,1,0,1,5,3,2,4,1,7,5,7,4,1,3,2,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,5,3,2,4,1,7,6,28
P222,1,0,1,5,1,7,2,6,3,4,1,5,7,2,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,2,4,6,7,1,5,3,28
P227,1,0,1,5,7,3,1,6,4,5,7,6,2,1,4,2,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,7,3,6,1,5,2,28
P240,1,0,1,5,7,1,4,3,2,5,7,1,4,3,2,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,3,6,5,4,1,7,2,28
P247,1,0,1,5,7,4,6,1,2,5,7,4,6,1,3,7,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,5,6,7,3,1,4,2,28
P256,1,0,1,5,7,4,6,1,3,4,5,7,6,1,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,7,6,3,1,4,2,28
P261,1,0,1,5,2,1,6,7,3,5,4,7,2,6,1,7,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,3,2,6,7,1,4,5,28
P281,1,0,1,5,6,3,1,2,7,5,4,6,3,1,7,7,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,4,5,3,7,1,2,6,28
P294,1,0,1,5,4,3,6,7,2,5,4,7,6,1,2,2,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,7,6,3,2,1,4,5,28
P295,1,0,1,5,1,6,2,3,7,5,4,7,1,6,2,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,2,4,5,7,1,3,6,28
P296,0,0,1,5,5,1,6,2,5,1,5,3,4,5,5,7,4,4,2,5,3,7,1,0,0,0,0,0,0,0,0,3,5,7,0,6,4,0,25
P308,1,0,1,5,6,2,7,3,2,5,6,7,3,2,1,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,7,6,5,0,1,2,4,25
P310,0,0,1,5,6,3,2,1,7,5,3,6,2,7,1,7,4,4,1,5,3,7,1,0,0,0,0,0,0,0,0,5,4,3,7,1,2,6,28
P311,1,0,1,5,2,1,6,3,7,5,7,6,1,2,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,2,5,7,1,4,6,28
P312,1,0,1,5,3,7,1,6,2,4,5,7,1,3,6,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,4,6,2,7,1,5,3,28
P345,1,0,1,5,2,6,3,1,4,5,2,6,3,1,7,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,2,4,6,1,3,7,28
P348,1,0,1,5,7,6,2,3,1,5,7,6,2,3,1,2,4,4,3,11,5,2,1,0,0,0,0,0,0,0,0,6,4,5,7,1,3,2,28
P355,1,0,1,5,6,7,4,2,3,5,7,3,6,1,2,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,7,5,6,4,1,2,3,28
P357,1,0,1,5,4,2,1,3,6,5,4,1,3,6,7,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,3,5,2,1,6,7,28
P363,1,0,1,5,4,1,2,6,3,5,4,1,6,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,4,6,2,1,5,7,28
P365,1,0,1,5,6,4,2,1,7,5,4,1,6,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,4,7,3,1,2,6,28
P374,1,0,1,5,4,3,6,1,7,5,4,6,3,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,7,3,2,1,4,6,28
P380,1,0,1,5,6,4,7,3,1,5,4,7,6,1,3,6,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,6,7,5,3,1,2,4,28
P383,1,0,1,5,3,7,6,4,1,5,7,3,4,1,6,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,6,7,2,5,1,4,3,28
P392,1,0,1,5,2,4,3,6,1,5,3,1,6,2,4,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,6,2,4,3,1,5,7,28
P401,1,0,1,5,4,7,1,3,6,5,4,7,1,3,6,2,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,7,5,2,1,6,3,28
P405,1,0,1,5,6,7,3,1,2,5,6,7,3,1,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,6,4,7,1,2,3,28
P408,1,0,1,5,6,1,7,2,3,5,4,7,3,1,6,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,3,5,6,7,1,2,4,28
P422,1,0,1,5,3,4,3,2,1,5,3,4,2,6,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,6,5,4,3,1,7,0,26
P423,1,0,1,5,3,6,7,2,1,4,5,3,1,6,7,2,4,4,1,11,5,3,1,0,0,0,0,0,0,0,0,6,5,2,7,1,3,4,28
P448,1,0,1,5,1,3,7,2,6,5,1,3,7,2,2,3,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,2,5,3,7,1,6,4,28
P453,0,0,1,5,1,7,2,3,6,4,6,5,1,3,7,7,4,4,2,5,3,7,1,0,0,0,0,0,0,0,0,2,4,5,7,1,6,3,28
P460,1,0,1,5,6,1,3,7,2,5,4,1,6,7,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,3,6,4,7,1,2,5,28
P468,1,0,1,5,4,7,2,1,6,4,7,5,6,2,1,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,5,4,7,2,1,6,3,28
P481,1,0,1,5,4,7,2,6,3,5,4,7,1,3,6,7,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,7,4,6,2,1,5,3,28
P490,1,0,1,5,2,3,6,1,7,5,3,4,7,1,2,3,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,2,3,7,1,4,6,28
P491,1,0,1,5,6,1,4,7,7,5,6,1,7,4,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,7,0,4,1,2,6,23
P498,0,0,1,5,1,7,6,3,2,5,7,4,1,6,3,7,4,4,2,1,3,7,1,0,0,0,0,0,0,0,0,2,6,5,7,1,4,3,28
P499,1,0,1,5,2,1,6,3,7,5,2,6,1,3,7,7,4,4,1,11,5,6,1,0,0,0,0,0,0,0,0,3,2,5,7,1,4,6,28
P510,0,0,1,5,7,6,2,3,1,5,1,6,7,4,3,7,4,4,2,5,3,7,1,0,0,0,0,0,0,0,0,6,4,5,7,1,3,2,28
P512,1,0,1,5,7,1,2,6,3,4,7,5,3,1,6,3,4,4,4,11,5,2,1,0,0,0,0,0,0,0,0,3,4,6,7,1,5,2,28
P516,1,0,1,5,2,3,6,1,4,4,5,7,6,1,2,7,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,5,2,3,6,1,4,7,28
P526,1,0,1,5,6,2,1,7,4,4,5,7,6,3,2,4,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,4,3,7,6,1,2,5,28
P545,1,0,1,5,7,4,3,1,2,5,4,7,1,6,2,2,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,6,4,3,1,7,2,28
P547,1,0,1,5,1,7,6,2,4,4,5,7,1,6,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,2,5,7,6,1,4,3,28
P561,1,0,1,5,7,4,3,6,1,5,7,3,4,6,1,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,6,7,4,3,1,5,2,28
P572,1,0,1,5,2,6,1,7,4,4,5,6,2,1,7,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,2,7,6,1,3,5,28
P585,1,0,1,5,3,7,1,4,6,5,4,1,7,6,3,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,4,7,2,5,1,6,3,28
P588,1,0,1,5,3,1,6,2,7,1,5,3,4,7,6,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,3,5,2,7,1,4,6,28
P609,1,0,1,5,4,3,2,6,1,5,4,3,1,6,2,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,6,4,3,2,1,5,7,28
P634,1,0,1,5,4,1,7,6,3,5,4,1,7,6,3,2,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,3,7,6,2,1,5,4,28
P645,1,0,1,5,3,4,1,7,2,5,7,3,4,1,6,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,6,2,3,1,7,5,28
P657,1,0,1,5,1,6,2,4,3,4,5,6,1,2,7,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,2,4,6,5,1,3,7,28
P658,1,0,1,5,7,2,1,3,4,5,4,7,6,1,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,3,5,6,1,7,2,28
P675,0,0,1,5,7,4,3,2,6,4,7,5,3,2,6,2,4,4,1,1,3,2,1,0,0,0,0,0,0,0,0,7,5,4,3,1,6,2,28
P682,1,0,1,5,6,2,2,1,7,4,5,1,6,7,3,3,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,4,7,0,1,2,6,25
P692,1,0,1,5,4,6,2,7,3,5,4,6,1,7,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,7,4,6,2,1,3,5,28
P697,1,0,1,5,4,2,3,6,7,5,2,4,1,3,6,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,7,3,4,2,1,5,6,28
P698,1,0,1,5,7,4,3,1,2,5,7,4,3,6,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,6,4,3,1,7,2,28
P705,1,0,1,5,4,1,2,3,7,4,5,6,1,2,7,7,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,3,4,5,2,1,7,6,28
P706,1,0,1,5,2,3,4,1,7,5,3,4,6,1,7,6,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,5,2,3,4,1,7,6,28
P724,1,0,1,5,3,2,6,1,4,4,6,5,1,7,3,7,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,5,3,2,6,1,4,7,28
P739,1,0,1,5,1,7,6,7,1,5,1,6,7,4,5,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,6,7,0,0,1,4,5,23
P743,1,0,1,5,3,2,1,6,7,4,5,7,3,6,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,3,2,7,1,5,6,28
P746,1,0,1,5,6,1,2,2,3,5,6,1,2,7,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,5,6,7,1,2,0,24
P747,1,0,1,5,7,4,6,1,3,5,4,7,6,1,2,3,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,5,7,6,3,1,4,2,28
P749,1,0,1,5,4,6,7,1,2,4,5,6,1,7,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,5,6,7,2,1,3,4,28
P750,1,0,1,5,4,1,2,6,3,3,5,4,7,1,6,3,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,3,4,6,2,1,5,7,28
P752,1,0,1,5,6,1,2,3,7,5,7,2,6,1,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,4,5,7,1,2,6,28
P766,1,0,1,5,7,2,2,6,5,5,7,5,4,2,6,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,7,4,0,0,6,5,2,24
P768,0,0,1,5,4,6,7,1,3,5,4,6,3,7,1,7,4,4,1,5,2,7,1,0,0,0,0,0,0,0,0,5,7,6,2,1,3,4,28
P769,1,0,1,5,5,6,7,3,2,5,6,3,7,1,2,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,7,6,5,0,2,3,4,27
P770,1,0,1,5,6,2,3,1,7,4,5,3,2,1,7,4,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,3,4,7,1,2,6,28
P786,1,0,1,5,1,2,6,3,7,4,5,1,6,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,2,3,5,7,1,4,6,28
P812,1,0,1,5,6,2,1,4,7,4,5,6,1,7,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,3,7,5,1,2,6,28
P816,1,0,1,5,1,6,4,7,2,5,4,1,7,3,2,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,2,6,7,4,1,3,5,28
P817,1,0,1,5,3,5,7,1,6,5,6,1,7,4,3,2,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,7,2,0,3,6,4,27
P819,1,0,1,5,4,7,6,2,3,5,4,7,6,3,2,2,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,7,5,6,2,1,4,3,28
P825,1,0,1,5,2,1,2,7,6,4,5,6,1,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,4,7,0,1,6,5,26
P829,0,0,1,5,4,1,6,2,3,5,6,1,3,4,2,7,4,4,1,5,3,7,1,0,0,0,0,0,0,0,0,3,5,6,2,1,4,7,28
P834,1,0,1,5,2,3,1,5,6,3,4,5,1,2,7,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,4,2,3,7,5,6,0,27
P856,1,0,1,5,2,3,1,7,4,5,2,3,1,7,4,3,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,4,2,3,6,1,7,5,28
P860,1,0,1,5,3,2,1,6,7,5,7,1,2,6,3,4,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,4,3,2,7,1,5,6,28
P866,0,0,1,5,3,6,2,1,7,7,5,1,3,6,2,2,4,4,1,5,3,2,1,0,0,0,0,0,0,0,0,5,4,2,7,1,3,6,28
P872,1,0,1,5,6,1,7,3,2,5,4,6,7,2,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,3,6,5,7,1,2,4,28
P875,0,0,1,5,2,3,6,7,1,5,7,4,1,6,2,5,4,4,1,5,3,7,1,0,0,0,0,0,0,0,0,6,2,3,7,1,4,5,28
P884,1,0,1,5,7,6,3,1,4,4,5,7,3,1,6,7,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,5,7,4,6,1,3,2,28
P886,1,0,1,5,2,6,1,7,3,5,4,1,2,7,6,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,2,6,7,1,3,5,28
P892,1,0,1,5,4,7,2,6,3,5,4,7,2,6,3,4,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,7,4,6,2,1,5,3,28
P928,1,0,1,5,1,2,6,3,7,5,4,1,2,7,6,7,4,4,3,11,5,7,1,0,0,0,0,0,0,0,0,2,3,5,7,1,4,6,28
P948,1,0,1,5,7,3,6,1,2,5,7,3,6,1,2,2,4,4,1,11,5,2,1,0,0,0,0,0,0,0,0,5,6,3,7,1,4,2,28
P950,1,0,1,5,3,1,6,7,2,5,6,1,3,2,7,1,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,6,2,7,1,4,5,28
