What is the name of the dog you would like to submit a response for?,How long were you thinking about adding a new dog to the family  before you brought {{field:dog_name}} home?,What was your primary motivation for getting {{field:dog_name}}?,Where did you acquire {{field:dog_name}} from?,Please select the characteristic you found most important when choosing {{field:dog_name}}.,"Your number 1 choice is {{field:char_1_1}}.
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
3. {{field:char_1_3}}
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
3. {{field:char_1_3}}
4. {{field:char_1_4}}
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
3. {{field:char_1_3}}
4. {{field:char_1_4}}
5. {{field:char_1_5}}
What was the next most important characteristic?",Were your primary relationship expectations met?,Do you still live with {{field:dog_name}}?,How long did you and {{field:dog_name}} live together?,Where is {{field:dog_name}} now?,Would you like to enter information for another dog you own(ed)?,Would you ever consider bringing another dog into your life?,Please select the characteristic you find most important from the list.,"Your number 1 choice is {{field:char_2_1}}.
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
3. {{field:char_2_3}}
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
3. {{field:char_2_3}}
4. {{field:char_2_4}}
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
3. {{field:char_2_3}}
4. {{field:char_2_4}}
5. {{field:char_2_5}}
What is next most important characteristic?","If you were to bring another dog into your life, where are you likely to get that dog?",id,msg,list,sep,Submitted At,Token
Britton,1 week - 6 months,Goal to train for pet therapy program at my high school,Family member or friend,Trainability,Individual personality/behavior,Compatability with other pets in the home,Size,Age,Breed,"Partially, I accepted the dog and made it work",True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Trainability,Age,Size,Breed,Shelter/Rescue,706b321fab3f139d957168e42afc29e4,,, ,3/6/2020 3:32:09,s0vdshful3ghgr0zqvs0vj06lf8ih1lj
Dio,6+ months - 6 years,Working or sporting,Breeder,Individual personality/behavior,Size,Trainability,Age,Trainability,Appearance,Yes,True,,,True,,,,,,,,,aaa5d4c594a24050e856825e1dd67027,,, ,3/6/2020 3:33:42,v1mb2b48ogry6josl8ev1mbtzylw2fhw
Lincoln,6+ years,Working or sporting,Breeder,Individual personality/behavior,Breed,Size,Age,Trainability,Compatability with other pets in the home,Yes,True,,,False,True,Individual personality/behavior,Size,Breed,Trainability,Age,Compatability with other pets in the home,Breeder,aaa5d4c594a24050e856825e1dd67027,We have submissions for:,,", ",3/6/2020 3:36:02,118gvkf02ntql3u118gvwysxcc8cxe9g
Hiccup,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Age,Individual personality/behavior,Breed,Appearance,Size,Trainability,Yes,True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Appearance,Breed,Shelter/Rescue,d0ddc6111c50e0c774566ce641976b2c,,, ,3/6/2020 3:38:56,4vlj3sdrydyfr0ba4kr94vlj3sq4oosd
Rocky,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Size,Breed,Appearance,Compatability with other pets in the home,Age,Yes,False,6+ months - 6 years,Passed,False,True,Individual personality/behavior,Trainability,Size,Age,Breed,Appearance,Shelter/Rescue,dd54277a8de1a201ce69c67e67a7c955,,, ,3/6/2020 3:40:24,0leflqwa696vhhdytssl0leflpdkxvdi
Zinfandel,6+ months - 6 years,Companionship and affection,Breeder,Breed,Individual personality/behavior,Size,Appearance,Age,Compatability with other pets in the home,Yes,False,6+ years,Passed,False,True,Breed,Individual personality/behavior,Age,Appearance,Trainability,Size,Breeder,a662e1e3d16cb1f60c625139a96c3354,,, ,3/6/2020 3:48:06,vehlkm0hbqjy742mp2dvehlxxi161cbb
Chloe,6+ months - 6 years,Companionship and affection,Breeder,Breed,Size,Individual personality/behavior,Age,Trainability,Age,Yes,True,,,True,,,,,,,,,67f6c93c8c23b4e2f7591d1665289163,,, ,3/6/2020 4:24:31,sfmaj1479tnhd5xpcwjvsfmaj1nbp3sa
Rusty,6+ months - 6 years,Companionship and affection,Breeder,Breed,Size,Individual personality/behavior,Trainability,Age,Appearance,Yes,False,6+ years,Euthanized,False,False,,,,,,,,67f6c93c8c23b4e2f7591d1665289163,We have submissions for:,,", ",3/6/2020 4:26:02,ate0w3u9y7ep7q6xa26b9rngate0w3qx
Gigi,1 week - 6 months,Companionship and affection,Shelter/Rescue,Size,Individual personality/behavior,Trainability,Compatability with other pets in the home,Breed,Age,Yes,False,6+ years,Passed,True,,,,,,,,,1fd787e65715d5acc947639f2344ce7e,,, ,3/6/2020 4:41:00,ua5yjwnqpdlzf0peo8gkua5yjwnht4uw
gucci,Less than 1 week,Working or sporting,Breeder,Individual personality/behavior,Trainability,Compatability with other pets in the home,Appearance,Breed,Size,Yes,True,,,False,True,Individual personality/behavior,Breed,Trainability,Compatability with other pets in the home,Appearance,Size,Breeder,ee882c48d333966439d1161fb881c785,,, ,3/6/2020 4:41:15,n9nbptlsmrsb491jef0n9nbp7xamynwn
Gus,6+ months - 6 years,Companionship and affection,Family member or friend,Individual personality/behavior,Breed,Trainability,Compatability with other pets in the home,Age,Appearance,Yes,False,6+ years,Passed,False,True,Individual personality/behavior,Size,Trainability,Age,Compatability with other pets in the home,Breed,Shelter/Rescue,1fd787e65715d5acc947639f2344ce7e,We have submissions for:,,", ",3/6/2020 4:44:27,ojphd60f33yy6730exfwmojphdn0mxn6
Lucky,1 week - 6 months,Social interaction,Online,Individual personality/behavior,Breed,Trainability,Appearance,Age,Size,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Appearance,Breed,Size,Online,31fed6bbd6050ae139540c31358b519b,,, ,3/6/2020 4:54:48,jouidkkc3fijwvdd6ce9cd76q0fwvddi
Zoey,1 week - 6 months,Companionship and affection for us and for another dog as well as (the plan was) for a therapy dog,Breeder,Breed,Age,Size,Individual personality/behavior,Trainability,Compatability with other pets in the home,"No, the dog was not a good match",True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Trainability,Size,Appearance,Breed,Shelter/Rescue,1df16e270e2878b5bf2d1b8c8e4061a2,,, ,3/6/2020 5:14:55,semox94awlh8ajsemoxcv1ja2oqfujk1
Barfi,6+ years,Companionship and affection,Family member or friend,Breed,Individual personality/behavior,Trainability,Appearance,Compatability with other pets in the home,Size,Yes,True,,,False,True,Breed,Trainability,Compatability with other pets in the home,Appearance,Individual personality/behavior,Size,Shelter/Rescue,e1769052e5f84c9601eef127a6bd5217,,, ,3/6/2020 5:24:01,vdpec0chweakvp4ovdpe4qx0z9jhinsl
Abby,1 week - 6 months,Companionship and affection,Family member or friend,Individual personality/behavior,Breed,Trainability,Age,Size,Appearance,Yes,True,,,False,True,Breed,Individual personality/behavior,Size,Compatability with other pets in the home,Trainability,Age,Breeder,4402cba7c59993d6d0f1cd2520dac9ac,,, ,3/6/2020 6:08:22,185lp5x6v975rhmplmv5jg185l125oqb
Shadow,1 week - 6 months,"Someone else in the home wanted a dog (e.g. kids, spouse)",Shelter/Rescue,Individual personality/behavior,Breed,Age,Appearance,Size,Trainability,Yes,True,,,False,False,,,,,,,,18e8b0340f97510516ae959ec3085546,,, ,3/6/2020 7:13:51,pm8n1c1a3r8fj5jpm8n198t1vv0y9o5m
Gary,6+ months - 6 years,"Exercise, adventure partner",Breeder,Breed,Trainability,Size,Individual personality/behavior,Compatability with other pets in the home,Appearance,Yes,True,,,False,True,Trainability,Size,Compatability with other pets in the home,Breed,Individual personality/behavior,Appearance,Breeder,f5b6bd5ea4abe4c4160396a53fc15ea9,,, ,3/6/2020 7:43:26,asjqi32zkv1ycj1casjqi36blpevtcau
Abby,6+ months - 6 years,Social interaction,Breeder,Individual personality/behavior,Size,Trainability,Appearance,Age,Breed,Yes,True,,,False,True,Individual personality/behavior,Size,Trainability,Age,Appearance,Breed,Shelter/Rescue,6417dc3d45f5b679cf9a7cb89c7c166f,,, ,3/6/2020 7:44:05,bbh6tpyn70yvmve0j69vbbh6trtfksla
Cassandra,1 week - 6 months,"My breeder friend offered me to be coowner of this female, who is in her breeding and show team, and I loved the idea, and accepted",Another country or island,Appearance,Breed,Age,Compatability with other pets in the home,Individual personality/behavior,Size,Yes,True,,,True,,,,,,,,,0031b2aaeba16a973a7126a3919fedd6,,, ,3/6/2020 8:04:42,fg82kddosd8ck44fg82kiwfnbem1q88u
Chilli,1 week - 6 months,Companion for another dog or pet,Shelter/Rescue,Compatability with other pets in the home,Individual personality/behavior,Appearance,Age,Size,Individual personality/behavior,Yes,True,,,True,,,,,,,,,0031b2aaeba16a973a7126a3919fedd6,We have submissions for:,,", ",3/6/2020 8:06:11,s0lcm18caq8s0lanhcktr93kt2mfjegy
Chief,1 week - 6 months,"Someone else in the home wanted a dog (e.g. kids, spouse)",Breeder,Age,Breed,Appearance,Compatability with other pets in the home,Individual personality/behavior,Size,Yes,True,,,True,,,,,,,,,0031b2aaeba16a973a7126a3919fedd6,We have submissions for:,,", ",3/6/2020 8:07:11,7zuwhlth3d4hva2hm07zuwhllrrat2xh
Buddy,1 week - 6 months,Companionship and affection,Breeder,Breed,Age,Individual personality/behavior,Appearance,Compatability with other pets in the home,Individual personality/behavior,Yes,False,6+ years,Passed,True,,,,,,,,,0031b2aaeba16a973a7126a3919fedd6,We have submissions for:,,", ",3/6/2020 8:08:23,ajpurqv9ptow7rn2aqfdajpure1v4dx6
Bramble,6+ months - 6 years,"Exercise, adventure partner",Breeder,Individual personality/behavior,Age,Breed,Size,Trainability,Compatability with other pets in the home,Yes,True,,,True,,,,,,,,,688fdc7b20f66e6e0158bdff1e50f041,,, ,3/6/2020 8:08:52,uwqxuzmn3b1xsauwqxuncjs5bcjg80l1
Basso,1 week - 6 months,Companionship and affection,Breeder,Breed,Age,Compatability with other pets in the home,Appearance,Individual personality/behavior,Appearance,Yes,False,6+ years,Passed,False,True,Breed,Age,Individual personality/behavior,Appearance,Compatability with other pets in the home,Size,Breeder,0031b2aaeba16a973a7126a3919fedd6,We have submissions for:,,", ",3/6/2020 8:10:16,camkgkwi8f8gaeqgcamkg2l4rckh8d53
Teddy,1 week - 6 months,"Exercise, adventure partner",Shelter/Rescue,Appearance,Age,Breed,Size,Individual personality/behavior,Trainability,"Partially, I accepted the dog and made it work",True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Age,Size,Breed,Trainability,Breeder,688fdc7b20f66e6e0158bdff1e50f041,We have submissions for:,,,3/6/2020 8:12:57,0n7j8t8e3i0dgfd0n7j4eppvxxyktd57
Lexie,1 week - 6 months,Companionship and affection,Online,Breed,Individual personality/behavior,Compatability with other pets in the home,Trainability,Age,Size,Yes,True,,,False,True,Breed,Individual personality/behavior,Trainability,Size,Age,Appearance,Shelter/Rescue,cd444692238153eb5a38228478f9c994,,, ,3/6/2020 9:06:10,sr9v14hgu7sd0xx4wcsr9v1e87wcos91
Skylar,1 week - 6 months,Companionship and affection,Shelter/Rescue,Breed,Size,Appearance,Age,Individual personality/behavior,Trainability,Yes,True,,,False,True,Compatability with other pets in the home,Size,Individual personality/behavior,Breed,Trainability,Appearance,Shelter/Rescue,66163158ae77dccda35feb0a0d7903f2,,, ,3/6/2020 9:12:57,rz6c5ecv5ugujxcwco1rz6c5ec2b7jrz
Sulo,1 week - 6 months,Companionship and affection,Breeder,Breed,Individual personality/behavior,Size,Appearance,Age,Trainability,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Breed,Trainability,Appearance,Size,Compatability with other pets in the home,Shelter/Rescue,295e2824be2db2d1b86c67430e537c6d,,, ,3/6/2020 9:15:00,ynivsuud24ja8zwx0jynivsn4ua5gxpt
Meske,6+ months - 6 years,Companionship and affection,Family member or friend,Individual personality/behavior,Breed,Age,Appearance,Trainability,Compatability with other pets in the home,Yes,True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Breed,Size,Age,Compatability with other pets in the home,Shelter/Rescue,f651bc522a3ebf5a3e5964e22c59ce1c,,, ,3/6/2020 9:27:58,zw5v7c9gks9irnqlzw5xilxf368nl6bb
Dolly,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Appearance,Size,Age,Trainability,Compatability with other pets in the home,Yes,True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Appearance,Size,Age,Trainability,Shelter/Rescue,77c463ee09760788520b30bd49880bfd,,, ,3/6/2020 9:33:27,aqd1err7rm81jearaqd092vppm8z31zo
Dodger,6+ months - 6 years,Companionship and affection,Breeder,Trainability,Trainability,Breed,Individual personality/behavior,Size,Age,Yes,True,,,False,True,Size,Age,Individual personality/behavior,Trainability,Compatability with other pets in the home,Breed,Breeder,2d36dd8dd4e64601d942acdf91fa8f9d,,, ,3/6/2020 9:47:01,4zxi96xqv1pp9lzlxd74zxi9p5usdpk5
Penny,1 week - 6 months,Companionship and affection,Shelter/Rescue,Breed,Age,Compatability with other pets in the home,Individual personality/behavior,Individual personality/behavior,Trainability,Yes,True,,,False,False,,,,,,,,e18c424af54403f7d7f9a88b076e8118,,, ,3/6/2020 9:50:14,l22e3pp0knhicv2czuvz8l22e3phry5k
Murray,6+ years,Companionship and affection,Breeder,Breed,Size,Trainability,Individual personality/behavior,Age,Appearance,Yes,True,,,False,True,Compatability with other pets in the home,Size,Breed,Appearance,Individual personality/behavior,Age,Breeder,4bbd5b1fad241e8bc17330348212bfdb,,, ,3/6/2020 10:38:27,jr4klx1ujuhxkkwqgpubz8btjr4klxjx
Oliver,6+ years,"Exercise, adventure partner",Online,Age,Size,Breed,Trainability,Appearance,Individual personality/behavior,Yes,True,,,True,,,,,,,,,5b1b0b8f63d7530af17a9034c20a54ea,,, ,3/6/2020 10:54:30,joarn5a14hszooge6joarn5oiv75mrii
Ellie,6+ months - 6 years,Companion for another dog or pet,Online,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Appearance,Trainability,"No, the dog was not a good match",False,1 week - 6 months,Rehomed,False,True,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Trainability,Breed,Online,5b1b0b8f63d7530af17a9034c20a54ea,We have submissions for:,,", ",3/6/2020 10:58:28,mpxkq2su3revb80nljzvpmpxkq2suoqs
Maya,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Compatability with other pets in the home,Breed,Individual personality/behavior,Trainability,Appearance,Age,Yes,True,,,True,,,,,,,,,7c6323727df94f0c0644d1a97e36dfa2,,, ,3/6/2020 11:02:47,thvatos4fke6zbsgbthvajvcyydq63ak
Diesel,Less than 1 week,Emergency Foster,Shelter/Rescue,Compatability with other pets in the home,Breed,Individual personality/behavior,Trainability,Appearance,Age,"Partially, I accepted the dog and made it work",True,,,False,True,Breed,Compatability with other pets in the home,Individual personality/behavior,Trainability,Age,Appearance,Shelter/Rescue,7c6323727df94f0c0644d1a97e36dfa2,We have submissions for:,,", ",3/6/2020 11:05:47,mwghqnwhyui5wmp52kumwghqnzak9qkn
BECKHAM,1 week - 6 months,Working or sporting,Breeder,Breed,Individual personality/behavior,Trainability,Individual personality/behavior,Appearance,Compatability with other pets in the home,Yes,True,,,False,True,Size,Individual personality/behavior,Appearance,Compatability with other pets in the home,Breed,Size,Shelter/Rescue,249e300dbb0ad0fe1be2fee5d1a3eadd,,, ,3/6/2020 11:12:45,4dq99io200x1iboqafm4dq99ir9dbgn7
Sparky,Less than 1 week,He was being relinquish at the pound and he looked to sweet to let that happen ,Shelter/Rescue,Individual personality/behavior,Appearance,Size,Trainability,Compatability with other pets in the home,Breed,Yes,True,,,True,,,,,,,,,ebc7eeb94ef53a0ce18a2eaf30753a31,,, ,3/6/2020 11:36:21,iwifkgrzlzxydy6cliwifkdr9zwaq8rr
Batya,1 week - 6 months,Companionship and affection,Breeder,Breed,Age,Trainability,Compatability with other pets in the home,Individual personality/behavior,Appearance,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Trainability,Size,Appearance,Breed,Age,Shelter/Rescue,ebc7eeb94ef53a0ce18a2eaf30753a31,We have submissions for:,,", ",3/6/2020 11:40:49,1wydyo5losef1fnlz1wydybv6p84awel
Idk,Less than 1 week,"Someone else in the home wanted a dog (e.g. kids, spouse)",Shelter/Rescue,Individual personality/behavior,Breed,Individual personality/behavior,Individual personality/behavior,Appearance,Age,Yes,True,,,False,False,,,,,,,,221a0546fbb912997e85063a3c71aba5,,, ,3/6/2020 11:42:53,6y41spa14s0gk3lbw06y40iyh2zkvqwb
Toby,Less than 1 week,"Someone else in the home wanted a dog (e.g. kids, spouse)",Breeder,Compatability with other pets in the home,Individual personality/behavior,Size,Age,Breed,Trainability,Yes,True,,,False,False,,,,,,,,f7aa137fc43fa2bca720f985866aa608,,, ,3/6/2020 11:46:34,bfpaxxuk8veqarrvhbfpaxxu4o4ikkm7
Bob,1 week - 6 months,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Age,Size,Trainability,Appearance,Breed,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Age,Size,Breed,Shelter/Rescue,41466956945df7952ebfbe234a567926,,, ,3/6/2020 11:51:22,hi4r4hoaygq7wwfx8hhi4rhfwde7bw30
Sweetie,6+ years,Companionship and affection,Breeder,Breed,Individual personality/behavior,Size,Trainability,Age,Appearance,Yes,True,,,True,,,,,,,,,3d7b5ea1233f9e518e2e3f67163d1b10,,, ,3/6/2020 12:16:58,6ibazzb3ghtaqxcf964x16ibazzf647l
Rainey,6+ months - 6 years,Companionship and affection,Breeder,Breed,Trainability,Age,Appearance,Compatability with other pets in the home,Individual personality/behavior,Yes,True,,,True,,,,,,,,,00f2854a7b7bcd35db54310d3d9ea142,,, ,3/6/2020 12:18:30,tp46i9elrwfxlneuzstp46i9owno4556
Brownie,1 week - 6 months,It was a spur of the moment decision when we saw her online ,Shelter/Rescue,Size,Compatability with other pets in the home,Age,Individual personality/behavior,Trainability,Appearance,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Individual personality/behavior,Appearance,Size,Shelter/Rescue,3d7b5ea1233f9e518e2e3f67163d1b10,We have submissions for:,,", ",3/6/2020 12:18:52,yelqhvqmg22v1latyelqhvqky3ivnfgn
Theodore Roosevelt,6+ months - 6 years,Companionship and affection,Breeder,Breed,Trainability,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Yes,False,6+ years,Passed,True,,,,,,,,,1c6f0b4d4992cc21a04e34261d944f82,,, ,3/6/2020 12:20:13,ai32p4pieaskhlai32py2h0ez8izggss
Sadie,6+ months - 6 years,Companionship and affection,Breeder,Breed,Trainability,Compatability with other pets in the home,Individual personality/behavior,Appearance,Age,Yes,True,,,False,True,Compatability with other pets in the home,Trainability,Age,Breed,Size,Individual personality/behavior,Breeder,00f2854a7b7bcd35db54310d3d9ea142,We have submissions for:,,", ",3/6/2020 12:21:23,np1jikztf6kza5npfpthpcx1v2swce2n
oscar levant,1 week - 6 months,Companionship and affection,Breeder,Size,Breed,Appearance,Trainability,Individual personality/behavior,Age,Yes,True,,,False,True,Individual personality/behavior,Size,Trainability,Age,Compatability with other pets in the home,Appearance,Breeder,1c6f0b4d4992cc21a04e34261d944f82,We have submissions for:,,", ",3/6/2020 12:24:03,ntx0f01yf61wl3bntx0f0f3ktc0b2zav
London,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Breed,Individual personality/behavior,Compatability with other pets in the home,Age,Appearance,Size,Yes,True,,,True,,,,,,,,,1cbc9057f86cd671944546ae5298d311,,, ,3/6/2020 12:30:11,xae6kmzk507sitxs8tw8oxae4a7433f4
Baxter,Less than 1 week,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Appearance,Compatability with other pets in the home,Trainability,Size,Breed,Yes,False,6+ years,Passed,False,True,Individual personality/behavior,Compatability with other pets in the home,Appearance,Age,Size,Breed,Shelter/Rescue,1cbc9057f86cd671944546ae5298d311,We have submissions for:,,", ",3/6/2020 12:32:27,ivvtivnwhmopp03ou83uivvtivnewl3q
Isla,1 week - 6 months,Companion for another dog or pet,Shelter/Rescue,Compatability with other pets in the home,Size,Age,Appearance,Individual personality/behavior,Trainability,Yes,True,,,True,,,,,,,,,201ed86fe822ad8d1a58ca2dde14c217,,, ,3/6/2020 12:44:26,l2hlk77krxnomlsvl2hldysetb3ryf62
Piper,1 week - 6 months,Companion for another dog or pet,Shelter/Rescue,Compatability with other pets in the home,Individual personality/behavior,Age,Size,Appearance,Trainability,Yes,True,,,True,,,,,,,,,201ed86fe822ad8d1a58ca2dde14c217,We have submissions for:,,", ",3/6/2020 12:45:30,4kopvv3ac3i7u1yx9u4kopvvcs20ybth
Harper,1 week - 6 months,Companionship and affection,Shelter/Rescue,Breed,Age,Individual personality/behavior,Appearance,Trainability,Size,Yes,True,,,False,True,Compatability with other pets in the home,Size,Appearance,Individual personality/behavior,Age,Trainability,Shelter/Rescue,201ed86fe822ad8d1a58ca2dde14c217,We have submissions for:,,", ",3/6/2020 12:47:21,3d7j1vhx02n0nhppqmyu43d7j1vwlzq1
Perry,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Size,Age,Breed,Appearance,Trainability,Yes,True,,,False,True,Individual personality/behavior,Age,Compatability with other pets in the home,Size,Trainability,Breed,Shelter/Rescue,e286d641a5a72e51efb63ab8cb8bca48,,, ,3/6/2020 13:09:18,tr0030srrdel9uxr37ztr00hqa39idn2
